neg,neu,pos,image
0.35131672,0.46318904,0.18549426,../../../images/aadb/images/farm1_333_19457197953_5b85456980_b.jpg
0.18583076,0.23262121,0.58154804,../../../images/aadb/images/farm1_350_19581444864_f9a7cc3c8a_b.jpg
0.19752401,0.44914642,0.35332954,../../../images/aadb/images/farm1_338_19913265879_1463dc981f_b.jpg
0.011637292,0.20307912,0.78528357,../../../images/aadb/images/farm1_301_19659786384_c86c7e1f30_b.jpg
0.047798876,0.26136974,0.69083136,../../../images/aadb/images/farm1_278_19567747883_b92c094c42_b.jpg
0.1072537,0.52766085,0.36508536,../../../images/aadb/images/farm1_291_20127082956_3e23d26595_b.jpg
0.3956913,0.31174153,0.29256722,../../../images/aadb/images/farm1_261_20146436149_3e05c72bc3_b.jpg
0.08093638,0.56844217,0.35062146,../../../images/aadb/images/farm1_392_19561367224_130222cde8_b.jpg
0.26666287,0.47946647,0.2538707,../../../images/aadb/images/farm1_259_19991817930_f00fc0becd_b.jpg
0.26855043,0.31311333,0.4183362,../../../images/aadb/images/farm1_371_20279219205_8d39743f20_b.jpg
0.30140635,0.4130872,0.28550646,../../../images/aadb/images/farm1_325_20017819769_2537eb5231_b.jpg
0.07082924,0.41056445,0.51860636,../../../images/aadb/images/farm1_317_20140860700_bacb841bf9_b.jpg
0.21088253,0.25077805,0.53833944,../../../images/aadb/images/farm1_355_20180456301_762ef742a2_b.jpg
0.1341713,0.62389684,0.24193184,../../../images/aadb/images/farm4_3679_19997101795_09efbe6736_b.jpg
0.14600208,0.3767392,0.47725868,../../../images/aadb/images/farm1_359_20299142256_f78a4d0f8a_b.jpg
0.27397183,0.50997704,0.2160512,../../../images/aadb/images/farm1_287_20077091498_a53049dca4_b.jpg
0.14707646,0.49891517,0.35400835,../../../images/aadb/images/farm1_281_20073785960_fa8320e40d_b.jpg
0.11145135,0.36828548,0.52026314,../../../images/aadb/images/farm1_322_20193542405_a828847c67_b.jpg
0.1336889,0.46213683,0.4041742,../../../images/aadb/images/farm1_297_19951672000_af582f2811_b.jpg
0.39182538,0.44824123,0.15993336,../../../images/aadb/images/farm1_310_20003076769_c811095fa0_b.jpg
0.26327816,0.24364619,0.49307564,../../../images/aadb/images/farm1_324_20177230262_5cb9e96a55_b.jpg
0.5468052,0.21445185,0.23874295,../../../images/aadb/images/farm1_388_19654344563_b4c75259f3_b.jpg
0.29533708,0.22592235,0.4787405,../../../images/aadb/images/farm1_263_19568286334_8d2ea52ce8_b.jpg
0.29432997,0.3898272,0.3158428,../../../images/aadb/images/farm1_363_19871337810_697c3ef9c2_b.jpg
